id_nesreca,klas_nesreca,upravna_enota,cas_nesreca,naselje_ali_izven,kategorija_cesta,oznaka_cesta_ali_naselje,tekst_cesta_ali_naselje,oznaka_odsek_ali_ulica,tekst_odsek_ali_ulica,stacionazna_ali_hisna_st,opis_prizorisce,vzrok_nesreca,tip_nesreca,vreme_nesreca,stanje_promet,stanje_vozisce,stanje_povrsina_vozisce,x,y,x_wgs84,y_wgs84
037982,L,5554,"1995-01-08 09:35:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01275,ŠENTJUR-MESTINJE,NULL,C,HI,PR,J,N,MO,A,542471,120945,15.5458147007505,46.2313199760258
037983,B,5564,"1995-01-10 14:50:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00246,MARIBOR(TEZNO)-HAJDINA,NULL,C,VR,NT,O,N,SU,A,561324,145119,15.7933571351965,46.4473656298632
037985,B,5542,"1995-01-06 15:10:00",D,V,42095,MAJŠPERK,00000,"NI ULIC",NULL,C,HI,OS,O,R,SL,A,557045,134419,15.7363709959413,46.3514790242167
037986,H,5555,"1995-01-04 08:10:00",N,M,010-0,"MEJA I-ROBIČ - KALCE",01006,IDRSKO-PERŠETI,NULL,C,HI,ÈT,J,N,SU,A,393378,119882,13.6132869165216,46.2146479624404
037987,B,5564,"1995-01-05 08:00:00",D,N,64033,MARIBOR,00534,"TRŽAŠKA CESTA",NULL,C,HI,ÈT,S,N,SN,A,NULL,NULL,NULL,NULL
037988,B,5537,"1995-01-10 02:20:00",D,R,00301,"PREDEL - RIBNICA",01010,"SOLKAN-NOVA GORICA",0111,C,VR,NT,J,R,SU,A,395934,90889,13.6527696608105,45.9542545621694
037989,B,5543,"1995-01-01 21:00:00",D,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00244,BREZNO-RUTA,0003,C,PV,TV,O,N,MO,A,530322,160029,15.3908145115971,46.5835915305099
037990,B,5530,"1995-01-09 17:55:00",D,N,30026,LOGATEC,00050,"TRŽAŠKA CESTA",NULL,R,PD,NT,J,N,SU,A,NULL,NULL,NULL,NULL
037991,B,5544,"1995-01-05 16:00:00",N,L,96428,"RADOVLJICA OSTALE CESTE",00000,"NI ODSEKOV",NULL,P,PV,TV,J,R,SU,M,NULL,NULL,NULL,NULL
037992,B,5537,"1995-01-10 13:30:00",D,N,37075,"NOVA GORICA",00014,"KIDRIČEVA ULICA",NULL,C,PV,TV,J,R,SU,A,NULL,NULL,NULL,NULL
037993,B,5536,"1995-01-10 06:50:00",D,R,00349,"VIDEM-KUZMA-MEJA A",01295,GEREDOVCI-CANKOVA,0037,C,PR,OP,O,N,SU,A,579659,174330,16.036965322009,46.7082201810617
037994,B,5518,"1995-01-07 05:20:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00211,KRANJ(LABORE)-JEPRCA,NULL,C,SV,TO,O,N,SU,A,450832,120093,14.3578395325708,46.2231537449337
037999,B,5508,"1995-01-05 11:20:00",N,R,00352,"ŠENTILJ-GORNJA RADGONA",01307,"TRATE-GORNJA RADGONA",NULL,C,HI,TO,O,R,SN,A,567823,172978,15.8819911415478,46.6973564021628
038001,B,5524,"1995-01-10 21:00:00",N,A,00A10,"ŠENTILJ - DEKANI",00087,ČRNUČE-TOMAČEVO,NULL,C,HI,ÈT,J,N,SU,A,464616,106277,14.5375537850991,46.0997147689854
038003,B,5538,"1995-01-11 10:50:00",N,M,00004,"KARTELJEVO - METLIKA",00252,KARTELJEVO-NM(BRŠLJIN),NULL,C,SV,BT,J,N,SU,A,512513,75430,15.1562639199493,45.8229931820922
038005,B,5502,"1995-01-05 06:50:00",N,L,91384,"MOSTEC-SELA PRI DOBOVI",91384,"NI ODSEKOV",0020,C,HI,OP,S,R,PN,O,NULL,NULL,NULL,NULL
038008,B,5524,"1995-01-05 01:40:00",D,V,27029,SENIČICA,00000,"NI ULIC",NULL,C,HI,TO,O,R,SU,A,455840,109577,14.4237426443622,46.1288891220625
038009,B,5508,"1995-01-07 08:10:00",D,V,08001,"APAČE-GORNJA RADGONA",00000,"NI ULIC",NULL,C,VR,NT,O,N,MO,A,569782,173013,15.9076086914584,46.6974709442659
038011,B,5561,"1995-01-11 09:45:00",N,R,00336,ŽELODNIK-ŠENTJUR,01219,ZAGORJE-BEVŠKO,NULL,C,HI,ÈT,O,N,MO,A,501582,111237,15.0156774363249,46.145276200001
038014,B,5524,"1995-01-10 19:55:00",N,A,00A10,"ŠENTILJ - DEKANI",00087,ČRNUČE-TOMAČEVO,NULL,C,HI,TO,J,N,SU,A,463997,104524,14.5296821205676,46.0839101278792
038015,B,5556,"1995-01-03 08:40:00",D,N,56014,TRBOVLJE,00021,NEŽA,NULL,C,HI,BT,J,R,SU,A,504549,111867,15.0540891830621,46.1509328064306
038016,B,5524,"1995-01-09 12:25:00",N,A,000A1,"PREDOR KARAVANKE-BREGANA",00017,"VIČ - KARDELJEVA",NULL,C,HI,NT,J,N,SU,A,459810,98680,14.4760435038708,46.0310954257163
038018,B,5524,"1995-01-11 11:50:00",D,N,25001,LJUBLJANA,24061,"KRŽIČEVA ULICA",NULL,P,PV,BT,J,G,SU,A,462543,102392,14.5110518661717,46.0646493347881
038019,B,5556,"1995-01-04 15:35:00",D,R,00336,ŽELODNIK-ŠENTJUR,01220,BEVŠKO-TRBOVLJE,0045,C,PR,OP,O,N,SU,A,504422,112242,15.0524482741536,46.1543075731754
038020,B,5540,"1995-01-01 03:00:00",D,L,96010,PORTOROŽ-LUCIJA,96010,"NI ODSEKOV",0099,C,VR,NT,J,N,SU,A,391115,41152,13.6018333176455,45.5061055520309
038021,B,5540,"1995-01-03 05:30:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00239,VALETA-SEČOVLJE,NULL,C,SV,BT,J,R,SU,A,391348,41049,13.6048370614025,45.5052154494943
038023,B,5516,"1995-01-10 09:25:00",N,R,00326,"KOČEVJE-IMENO-MEJA RH",01156,"KOČEVJE-STARI LOG",NULL,C,HI,ÈT,J,R,MO,A,493792,64009,14.9154880756462,45.7203032932248
038024,B,5564,"1995-01-11 07:45:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00246,MARIBOR(TEZNO)-HAJDINA,NULL,C,PV,BT,O,N,MO,A,551963,154037,15.6725130891413,46.5283739037871
038025,B,5556,"1995-01-05 13:00:00",N,M,010-9,"ČRNUČE - ZIDANI MOST",01184,ZAGORJE-TRBOVLJE,NULL,C,HI,TO,S,N,SL,A,503016,108839,15.0342264175774,46.1236964638688
038026,B,5516,"1995-01-03 20:35:00",N,R,00373,"SODRAŽICA-ČABAR-MEJA RH",01364,HRIB-TRAVA(ČABAR),NULL,C,HI,TV,J,R,PN,O,474858,51252,14.6729341559783,45.6050774305562
038027,B,5556,"1995-01-05 06:35:00",D,R,00368,"LATKOVA VAS-TRBOVLJE",01351,"LATKOVA VAS-TRBOVLJE",0003,C,HI,ÈT,S,N,SN,A,504423,113056,15.0524681812489,46.1616313910569
038028,B,5516,"1995-01-07 16:15:00",N,L,93602,"ŽELJNE - SLOVENSKA VAS",00000,"NI ODSEKOV",NULL,C,SV,BT,O,R,SL,A,491010,56050,14.8799040022355,45.6486557172609
038029,B,5556,"1995-01-05 10:20:00",D,N,56014,TRBOVLJE,00035,"TRG SVOBODE",NULL,C,CE,NT,S,R,PN,A,503986,111901,15.0468009687007,46.1512419322254
038030,B,5516,"1995-01-08 08:30:00",N,L,93641,OSTALO-OSTALO,93641,OSTALO-OSTALO,NULL,C,HI,ÈT,J,R,PN,M,NULL,NULL,NULL,NULL
038031,B,5516,"1995-01-01 06:18:00",N,M,00006,"ŠKOFLJICA - BROD NA KOLPI",00263,ŽLEBIČ-KOČEVJE,NULL,C,VR,NT,D,R,MO,A,483977,60789,14.7895142884425,45.6911669506763
038032,B,5564,"1995-01-01 05:40:00",N,M,00010,"ŠENTILJ - DEKANI",00428,"MARIBOR(DESNI BREG)",NULL,C,HI,PR,O,R,MO,A,550398,156944,15.6524275918533,46.5546437978829
038033,B,5564,"1995-01-03 13:15:00",N,A,00A10,"ŠENTILJ - DEKANI",00032,PESNICA-MARIBOR,NULL,C,PV,BT,J,N,SU,A,550901,158682,15.6591763608984,46.5702414115986
038034,B,5564,"1995-01-03 12:20:00",D,N,64033,MARIBOR,00320,"NASIPNA ULICA",NULL,R,PD,ÈT,J,N,SU,A,550668,156191,15.6558669466993,46.5478495844279
038035,B,5564,"1995-01-02 03:30:00",D,N,64033,MARIBOR,00569,"ULICA JOSIPA PRIOLA",NULL,C,PV,TV,J,R,PN,A,550622,158563,15.6555240918294,46.5691917902789
038036,B,5564,"1995-01-02 03:10:00",N,M,00010,"ŠENTILJ - DEKANI",00273,MARIBOR(PTUJSKA)-HOČE,NULL,R,HI,PR,O,R,PN,A,550053,153376,15.6475468676189,46.5225710949549
038037,B,5564,"1995-01-02 15:20:00",N,M,00010,"ŠENTILJ - DEKANI",00271,MARIBOR(SLAVIJA-MOST),NULL,C,PV,BT,J,N,SU,A,550282,157375,15.6509612461771,46.5585297430128
038038,B,5529,"1995-01-05 11:15:00",D,R,00353,RADENCI-ORMOŽ,01309,KRIŽEVCI-LJUTOMER,0019,C,VR,NT,S,N,SL,A,592306,153313,16.198156995235,46.517561674951
038039,B,5564,"1995-01-05 15:00:00",D,N,64033,MARIBOR,00083,"DVORAKOVA ULICA",NULL,R,PV,BT,S,G,MO,A,549748,156818,15.6439377742139,46.5535583161248
038040,B,5564,"1995-01-05 14:15:00",N,M,00010,"ŠENTILJ - DEKANI",00272,MARIBOR(MOST-PTUJSKA),NULL,C,PV,NT,S,G,SP,A,550124,155975,15.6487505841107,46.5459468687466
038041,B,5564,"1995-01-05 16:10:00",N,R,00348,MARIBOR-PTUJ,01292,MARIBOR-VURBERG-PTUJ,NULL,R,PD,ÈT,O,N,PN,A,554721,152851,15.708322722568,46.5174875651401
038042,B,5564,"1995-01-05 15:30:00",D,N,64061,"SLIVNICA PRI MARIBORU",00013,"SLIVNIŠKA ULICA",NULL,R,HI,ÈT,S,R,PN,A,551094,148050,15.660533659804,46.4745797590714
038043,B,5564,"1995-01-04 15:05:00",D,N,64033,MARIBOR,00593,"ULICA ROBERTA KUKOVCA",NULL,C,SV,OP,O,N,PN,A,548326,154744,15.6251800772578,46.5350031154822
038044,B,5564,"1995-01-03 11:40:00",D,N,64033,MARIBOR,00422,"RADVANJSKA CESTA",NULL,R,PD,BT,O,N,SU,A,548595,155355,15.6287501986478,46.5404805667428
038045,B,5520,"1995-01-07 06:45:00",N,L,94035,"LAŠKO OSTALE CESTE",00000,"NI ODSEKOV",NULL,P,PV,TV,J,E,SU,A,NULL,NULL,NULL,NULL
038046,B,5554,"1995-01-07 06:45:00",D,V,54158,"TRŽIŠČE-ŠMARJE PRI JELŠAH",00000,"NI ULIC",NULL,C,HI,ÈT,J,N,SP,A,550895,120974,15.6550256205166,46.2310073287332
038047,B,5554,"1995-01-08 12:40:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01276,PODPLAT-ROGATEC,NULL,C,PD,BT,J,N,SU,A,547667,123347,15.6134162717986,46.2525885620771
038048,H,5559,"1995-01-04 15:15:00",D,V,59009,KAVČE,00000,"NI ULIC",NULL,C,HI,OS,J,R,SU,A,508660,133736,15.1076936235629,46.347654351309
038049,B,5517,"1995-01-11 14:10:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00237,BERTOKI-ŠKOCJAN,NULL,C,HI,TO,O,N,SU,A,403781,45498,13.7630251009401,45.5470719954186
038050,B,5554,"1995-01-11 16:00:00",N,R,00338,SL.BISTRICA-ČATEŽ,01240,GOLOBINJEK-BISTRICA,NULL,C,PD,BT,O,N,SU,A,546938,107559,15.6024085199909,46.1105975205266
038051,B,5524,"1995-01-03 17:15:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00213,ŠENTVID-LJ(OBVOZNICA),NULL,R,PD,ÈT,J,G,SU,A,459475,105295,14.4711482906723,46.0905913247082
038052,B,5520,"1995-01-07 14:45:00",N,L,94006,LAŠKO-ŠENTRUPERT-ŠENTJUR,00000,"NI ODSEKA",NULL,C,HI,TV,J,N,MO,A,524663,111906,15.3144803460652,46.1508639251063
038053,B,5564,"1995-01-07 21:30:00",D,N,64033,MARIBOR,00410,"PRISOJNA ULICA",NULL,C,HI,BT,J,R,PN,A,551427,157931,15.6659549841988,46.5634456156668
038054,B,5559,"1995-01-01 23:35:00",D,N,59040,VELENJE,00064,"KONOVSKA CESTA",NULL,P,PV,BT,O,N,MO,M,509826,136150,15.1228911165944,46.3693578215445
038055,B,5540,"1995-01-06 15:25:00",D,R,00382,VALETA-PIRAN,01381,VALETA-PIRAN,0017,C,HI,TV,J,N,SU,A,389616,42111,13.5824396366785,45.5144959469186
038056,H,5510,"1995-01-11 18:35:00",N,R,0336D,"HRASTNIK-MOST ČEZ SAVO",01230,"HRASTNIK-MOST ČEZ SAVO",NULL,R,PD,BT,O,N,SU,A,507591,108890,15.0934249062683,46.1241222763724
038057,B,5506,"1995-01-11 16:05:00",N,M,00010,"ŠENTILJ - DEKANI",00295,TRZIN-ČRNUČE,NULL,R,VR,NT,J,G,SU,A,465713,108524,14.5515777945079,46.1199878421058
038058,B,5568,"1995-01-11 13:15:00",D,N,68016,"RUŠE-MARIBOR RUŠE",00014,"GRIZOLDOVA ULICA",NULL,P,PV,TO,J,R,PN,M,539037,155256,15.5041294858129,46.5402069988927
038059,L,5559,"1995-01-02 14:15:00",D,V,59023,"PODKRAJ PRI VELENJU",00000,"NI ULIC",NULL,C,HI,TO,J,R,SP,A,506621,134094,15.0812074340944,46.3508971644048
038060,B,5506,"1995-01-11 11:10:00",N,M,00010,"ŠENTILJ - DEKANI",00295,TRZIN-ČRNUČE,NULL,C,HI,NT,J,N,SU,A,466074,109164,14.5562022309207,46.1257642235863
038061,B,5541,"1995-01-05 12:30:00",N,A,00A10,"ŠENTILJ - DEKANI",00055,UNEC-POSTOJNA,NULL,C,HI,TO,O,N,MO,A,440008,71688,14.2236586850488,45.7867924298461
038062,B,5559,"1995-01-02 14:55:00",D,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01261,VELENJE-ČRNOVA,0002,R,PV,OP,O,N,MO,A,509062,134762,15.1129354695159,46.3568802412566
038063,B,5564,"1995-01-06 14:30:00",D,N,64033,MARIBOR,00050,"CESTA ZMAGE",NULL,C,SV,BT,O,R,SP,A,549330,156288,15.6384309803606,46.5488209115904
038064,B,5544,"1995-01-10 08:45:00",N,R,00315,LESCE-SAVICA,01088,LESCE-BLED,NULL,C,HI,NT,J,N,SU,A,433677,136358,14.1331800267365,46.3680098236257
038065,L,5541,"1995-01-10 15:45:00",N,A,00A10,"ŠENTILJ - DEKANI",00056,POSTOJNA-RAZDRTO,NULL,C,HI,BT,J,N,SU,A,430287,68943,14.0990469081604,45.7611783172712
038066,B,5504,"1995-01-10 23:25:00",N,A,00A10,"ŠENTILJ - DEKANI",00055,UNEC-POSTOJNA,NULL,C,PR,BT,J,N,MO,A,442149,72962,14.2510386503268,45.7984385539627
038067,B,5559,"1995-01-02 13:05:00",D,N,59040,VELENJE,00021,"KIDRIČEVA CESTA",NULL,P,PV,OP,J,R,SU,A,508624,135584,15.1072584320589,46.364281250031
038068,P,5564,"1995-01-08 09:30:00",D,N,64037,"MIKLAVŽ NA DRAVSKEM POLJU",00044,"ULICA KIRBIŠEVIH",NULL,C,HI,TO,J,R,SU,M,554258,151436,15.7021251487918,46.5047952948224
038069,B,5555,"1995-01-06 09:20:00",D,R,00314,BAČA-RADMIRJE,01072,KNEŽA-PODBRDO,0070,C,SV,BT,O,R,SU,A,413098,113900,13.8699211235744,46.1636510919502
038070,L,5541,"1995-01-11 17:10:00",N,M,010-4,"POSTOJNA-PIVKA-MEJA RH",00338,POSTOJNA-PIVKA,NULL,R,PD,BT,O,N,SP,A,437808,69010,14.1957131806793,45.7625025895425
038071,B,5559,"1995-01-03 06:15:00",D,N,59040,VELENJE,00102,"CESTA TALCEV",NULL,C,PV,BT,O,R,SU,A,508231,135445,15.1021486464411,46.3630353447662
038072,B,5524,"1995-01-11 15:30:00",D,N,25001,LJUBLJANA,25205,"ZALOŠKA CESTA",NULL,C,OS,NT,J,N,SU,A,463825,101224,14.5277115201203,46.0542103124715
038073,B,5564,"1995-01-09 10:55:00",D,N,64033,MARIBOR,00145,"INDUSTRIJSKA ULICA",NULL,C,SV,BT,J,N,SU,A,550909,157514,15.6591534298917,46.5597333759394
038074,B,5506,"1995-01-10 17:10:00",N,M,00010,"ŠENTILJ - DEKANI",00294,DOMŽALE-TRZIN,NULL,C,VR,NT,O,G,SU,A,468358,110583,14.5856604027691,46.1386420810625
038075,H,5522,"1995-01-10 21:20:00",D,V,22005,ČENTIBA,00000,"NI ULIC",NULL,C,HI,PR,J,R,SU,A,614303,156704,16.4855787182847,46.5446977932779
038076,B,5559,"1995-01-03 09:00:00",N,L,97912,TOPOLŠICA-VELENJE,00000,"NI ODSEKOV",NULL,C,HI,TO,J,N,SU,A,509251,135541,15.1154061493578,46.3638864463602
038077,B,5514,"1995-01-07 03:15:00",D,N,14007,"GOZD MARTULJEK",00003,JEZERCI,NULL,P,PV,OP,J,G,MO,A,410953,149693,13.835338162261,46.4853389559024
038078,B,5559,"1995-01-04 15:20:00",D,R,00342,"POLJANA-DOBRTEŠA VAS",01419,PESJE-VELENJE,0012,C,PV,BT,J,N,SU,A,507932,135072,15.0982568938036,46.3596828703483
038079,B,5523,"1995-01-06 14:15:00",N,A,00A10,"ŠENTILJ - DEKANI",00088,"TOMAČEVO-TITOVA CESTA",NULL,C,SV,TO,O,N,SU,A,463399,104467,14.5219546190451,46.0833652145758
038082,B,5559,"1995-01-05 00:00:00",D,R,00342,"POLJANA-DOBRTEŠA VAS",01419,PESJE-VELENJE,0001,R,PD,BT,O,R,SU,A,508620,134953,15.1071953442753,46.3586041961381
038083,B,5559,"1995-01-05 13:20:00",D,N,59040,VELENJE,00064,"KONOVSKA CESTA",NULL,C,HI,OP,O,R,MO,A,510050,136119,15.1258018629977,46.3690757495488
038084,B,5552,"1995-01-09 14:20:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01274,"CE(VZHODNA M.)-ŠENTJUR",NULL,C,VR,NT,J,G,SU,A,528613,119295,15.3660561295985,46.2171914263663
038085,B,5536,"1995-01-09 18:45:00",D,N,36018,ČERNELAVCI,00006,"GORIČKA ULICA",NULL,C,SV,OP,J,N,SU,A,587358,169930,16.1368061904311,46.667686748649
038088,B,5559,"1995-01-05 20:32:00",D,R,00342,"POLJANA-DOBRTEŠA VAS",01419,PESJE-VELENJE,0069,C,HI,NT,S,N,MO,A,506513,135992,15.0798290656911,46.3679744645549
038089,B,5550,"1995-01-07 17:15:00",N,R,00338,SL.BISTRICA-ČATEŽ,01236,SL.BISTRICA-POLJČANE,NULL,C,PD,NT,O,N,MO,A,544396,133655,15.5719594682609,46.3455458618329
038090,B,5536,"1995-01-02 00:50:00",D,V,36119,ŠALAMENCI,00000,"NI ULIC",NULL,C,PV,OP,J,N,SU,A,587171,176513,16.135603658677,46.7269231812945
038091,B,5550,"1995-01-11 18:25:00",D,M,00010,"ŠENTILJ - DEKANI",00275,SL.BISTRICA,0017,P,PV,OP,J,N,SU,A,544545,139024,15.5744012639397,46.3938386048464
038092,P,5524,"1995-01-08 08:20:00",D,N,25001,LJUBLJANA,25230,"SLOVENSKA CESTA",NULL,R,PD,ÈT,J,R,SU,A,461843,100645,14.5021455612334,46.0488922510703
038093,B,5561,"1995-01-06 08:40:00",N,R,0336B,"ZAGORJE-MOST ČEZ SAVO",01228,"ZAGORJE-MOST ČEZ SAVO",NULL,C,HI,NT,S,N,SL,A,500058,109768,14.9959510515089,46.1320600802629
038094,B,5550,"1995-01-11 17:35:00",N,L,97006,"SLOVENSKA BISTRICA ŠTUHEC",00000,"NI ODSEKOV",NULL,C,PR,ÈT,J,R,SU,A,542196,144237,15.5443248702063,46.4408867680654
038096,B,5524,"1995-01-08 11:30:00",D,N,25001,LJUBLJANA,27057,"KOSEŠKA CESTA",NULL,C,HI,TO,J,R,SU,A,459350,102352,14.4697855723921,46.0641054524742
038097,B,5561,"1995-01-08 21:50:00",N,R,00336,ŽELODNIK-ŠENTJUR,01218,IZLAKE-ZAGORJE,NULL,C,HI,OP,J,R,SU,A,499735,110280,14.9917703057078,46.1366665079629
038098,P,5524,"1995-01-08 17:55:00",D,R,00372,LJUBLJANA-CERKNICA,01360,LJUBLJANA-IG,0138,R,PR,ÈT,O,N,SU,A,462550,98271,14.5114692991932,46.0275723458643
038099,B,5551,"1995-01-02 14:35:00",N,L,97121,"SP ZREČE-GRAČIČ",00000,"NI ODSEKOV",NULL,C,PD,BT,J,R,SU,A,532775,136351,15.4211746154416,46.3704566424017
038100,B,5559,"1995-01-05 12:40:00",D,N,59038,ŠOŠTANJ,00019,"PRIMORSKA CESTA",NULL,C,PV,BT,J,N,SU,A,503384,137149,15.0391690172181,46.378405137968
038101,B,5559,"1995-01-06 11:10:00",D,N,59038,ŠOŠTANJ,00021,"TEKAVČEVA CESTA",NULL,P,PV,TV,S,N,MO,A,504193,137195,15.0496859357873,46.3788149133255
038102,B,5524,"1995-01-08 20:03:00",D,M,00001,"KORENSKO SEDLO - BREGANA",00371,LJ(OBVOZNICA-DEL.DOM),0105,R,PD,OP,O,N,SU,A,461051,102749,14.4917381381484,46.0677771840969
038103,B,5559,"1995-01-07 09:20:00",D,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01261,VELENJE-ČRNOVA,0039,R,HI,ÈT,J,N,SU,A,510051,134334,15.1257780020662,46.3530161120799
038104,B,5561,"1995-01-08 12:10:00",D,N,61069,"ZAGORJE OB SAVI",00011,"GRAJSKA ULICA",NULL,C,OS,OS,J,R,SU,A,499764,110573,14.9921452616394,46.1393027613865
038105,P,5524,"1995-01-09 13:20:00",D,N,25001,LJUBLJANA,24115,"SLOVENČEVA ULICA",NULL,R,PD,BT,J,N,SU,A,462217,104331,14.5066828588699,46.0820766671575
038106,B,5559,"1995-01-09 15:30:00",D,N,59040,VELENJE,00021,"KIDRIČEVA CESTA",NULL,P,PV,BT,J,N,SU,A,509481,135081,15.1183862825175,46.3597447757553
038107,B,5518,"1995-01-12 07:55:00",N,R,00322,ŽIROVNICA-TRZIN,01136,KRANJ-SP.BRNIK,NULL,R,PD,BT,J,N,SU,A,452602,122138,14.3805752751901,46.2416785378445
038108,B,5524,"1995-01-09 13:45:00",D,N,25001,LJUBLJANA,25155,"STRELIŠKA ULICA",NULL,C,PV,OP,J,N,SU,A,462548,100698,14.5112509773017,46.0494084189887
038109,B,5537,"1995-01-11 11:05:00",N,R,00301,"PREDEL - RIBNICA",01012,ŠEMPETER-DORNBERK,NULL,C,HI,NT,O,N,SP,A,396636,86628,13.6627446662589,45.9160322897112
038110,B,5559,"1995-01-10 06:50:00",D,N,59040,VELENJE,00071,"RUDNIŠKA CESTA",NULL,C,HI,NT,J,N,SU,A,506866,136142,15.0844190685798,46.3693207179231
038111,L,5551,"1995-01-03 10:45:00",N,R,00337,SL.KONJICE-CVETLIN,01231,SLOV.KONJICE-ŽIČE,0039,R,HI,NT,J,N,SU,A,533738,131848,15.4333705887729,46.3298974089873
038112,B,5551,"1995-01-04 15:15:00",N,R,00343,RUTA-ZEČE,01430,PESEK-ROGLA-ZECE,NULL,R,VR,NT,J,N,SU,A,529121,138633,15.373822722073,46.3911523646536
038114,B,5551,"1995-01-04 20:45:00",D,R,00337,SL.KONJICE-CVETLIN,01232,ŽIČE-POLJČANE,0043,C,HI,TO,O,N,SU,A,538677,128707,15.4972597353961,46.3013775376519
038115,B,5524,"1995-01-09 13:00:00",D,M,00001,"KORENSKO SEDLO - BREGANA",00213,ŠENTVID-LJ(OBVOZNICA),0251,C,PV,TV,J,N,SU,A,460122,104294,14.4795994218043,46.0816236596632
038116,L,5514,"1995-01-07 08:15:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00203,KR.GORA-MOJSTRANA-DOVJE,NULL,C,HI,PR,J,R,SU,A,414949,148814,13.8875367613139,46.4779503433419
038117,B,5551,"1995-01-05 13:30:00",N,R,00345,"TEPANJE-BISRICA OB SOTLI",01279,ŽIČE-DOLE,NULL,C,CE,OS,O,R,PN,M,533739,129003,15.4331815488095,46.3043014033171
038119,B,5524,"1995-01-09 15:10:00",D,N,25001,LJUBLJANA,28140,"PERUZZIJEVA ULICA",NULL,C,HI,ÈT,J,R,SU,A,463598,97835,14.52503939378,46.0237066132229
038120,P,5551,"1995-01-05 15:30:00",D,N,51084,ZREČE,00012,"KOVAŠKA CESTA",NULL,C,SV,TO,O,N,SP,A,529912,137190,15.3840164005408,46.37813594378
038121,B,5549,"1995-01-08 01:40:00",N,R,0341B,RAVNE-SL.GRADEC,01423,"KOTLJE-SLOVENJ GRADEC",NULL,C,HI,PR,J,R,SU,A,503646,152164,15.0426802425687,46.513491967179
038122,B,5551,"1995-01-06 10:45:00",N,L,97122,ZREČE-DOBRAVA-KONJICE,00000,"NI ODSEKOV",NULL,C,HI,BT,S,R,SN,O,532260,133152,15.4142635049585,46.341700395071
038123,B,5524,"1995-01-09 18:15:00",D,N,25001,LJUBLJANA,25216,"ŽUPANČIČEVA ULICA",NULL,C,PV,TV,J,N,SU,A,461852,101346,14.5022051931442,46.0551997650823
038124,B,5503,"1995-01-04 15:10:00",D,N,03011,CELJE,00067,"KERSNIKOVA ULICA",NULL,C,VR,OP,J,N,SU,A,520757,121758,15.2643394347659,46.2396320237308
038125,B,5551,"1995-01-06 12:15:00",N,L,97141,"KOBLE-DRAŽA VAS",00000,"NI ODSEKOV",NULL,C,HI,ÈT,S,R,SN,O,539092,130322,15.5027797468037,46.3158837265634
038126,H,5557,"1995-01-06 16:30:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00220,BIČ-TREBNJE,NULL,C,HI,PR,O,N,MO,A,499391,84725,14.9873705687213,45.9067338258167
038127,B,5551,"1995-01-06 21:15:00",D,N,51056,"SLOVENSKE KONJICE",00028,"RIMSKA CESTA",NULL,C,HI,OS,O,R,SP,A,532666,133312,15.4195486150011,46.3431206537495
038129,L,5524,"1995-01-09 17:20:00",D,N,25001,LJUBLJANA,25205,"ZALOŠKA CESTA",NULL,C,PD,ÈT,O,G,SU,A,NULL,NULL,NULL,NULL
038130,B,5551,"1995-01-07 17:20:00",D,V,51077,ZBELOVO,00000,"NI ULIC",NULL,C,SV,ÈT,O,R,SU,A,540944,128565,15.5266746484063,46.2999682367341
038131,B,5524,"1995-01-09 23:00:00",D,N,25001,LJUBLJANA,27116,"ŠIŠENSKA CESTA",NULL,C,HI,ÈT,O,R,SP,A,460395,103356,14.4832078393737,46.0732004041222
038132,L,5503,"1995-01-05 14:55:00",D,N,03011,CELJE,00028,"DEČKOVA CESTA",NULL,C,HI,ÈT,S,N,SP,A,520422,121901,15.2600017364655,46.2409285708097
038134,B,5524,"1995-01-10 07:30:00",D,N,25001,LJUBLJANA,25068,"ŠTEFANOVA ULICA",NULL,R,PV,OP,J,N,SU,A,461959,101159,14.5036030192936,46.0535233109464
038135,B,5551,"1995-01-08 13:40:00",D,V,51076,VITANJE,00000,"NI ULIC",NULL,C,HI,BT,O,N,SU,A,523063,137515,15.2950007729779,46.3813242414156
038137,B,5524,"1995-01-10 08:50:00",D,N,25001,LJUBLJANA,24069,"LINHARTOVA CESTA",NULL,C,PV,NT,J,N,SU,A,462372,102244,14.5088534782683,46.0633082805676
038138,B,5568,"1995-01-03 19:35:00",D,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00245,"RUTA-MARIBOR (SLAVIJA)",0007,C,SV,BT,O,N,MO,A,542596,157790,15.5507602398244,46.5627897006839
